"farm_id","county","district","species","production","capacity","x","y"
2664,"Berks","Elk","duck","conventional",15238,422543.832219753,4532855.12504377
2665,"Susquehanna","Lyndhurst","chicken","layer",17075,425832.984899973,4556685.98768798
2666,"Berks","Carteret","chicken","broiler_1",4874,438723.075729957,4528525.00940378
2667,"Berks","Liberty","chicken","broiler_1",4050,430206.833830644,4545017.81842764
2668,"Mifflin","Morris Plains","chicken","broiler_2",2171,426129.15562257,4515219.3015327
2669,"Berks","Little Falls","duck","conventional",13033,449103.548856127,4523991.52904801
2670,"Berks","Stratford","duck","conventional",17183,431575.01036676,4552409.22478361
2671,"Berks","Haddon","chicken","broiler_2",1648,435761.961326514,4521451.03885921
2672,"Cumberland","Mount Olive","chicken","broiler_2",1425,403326.752557495,4530220.87950215
2673,"Mifflin","Edgewater","duck","conventional",14602,418489.986163101,4526212.00569599
2674,"Berks","Sayreville","chicken","broiler_1",5772,434713.375756437,4541478.86690129
2675,"Cumberland","Harvey Cedars","chicken","broiler_2",1092,420120.55786814,4535683.57629543
2676,"Cumberland","Roxbury","chicken","broiler_2",1140,411363.134469186,4543847.68825516
2677,"Cumberland","Mount Olive","chicken","broiler_2",1578,407790.570305374,4526358.98713387
2678,"Berks","Elmer","chicken","broiler_2",757,416890.560996313,4528888.18563575
2679,"Cumberland","Harvey Cedars","chicken","broiler_1",4938,424178.774841056,4537013.18869427
2680,"Cumberland","Wildwood Crest","chicken","broiler_1",3970,411987.089987005,4537033.13237385
2681,"Berks","Little Falls","chicken","broiler_2",1952,447118.945321032,4521592.91082045
2682,"Susquehanna","Lyndhurst","chicken","layer",15988,432069.448191669,4557873.67275546
2683,"Berks","Arlington","chicken","broiler_2",560,448297.244141593,4536901.13791362
2684,"Cumberland","Harvey Cedars","duck","organic",944,415021.307723107,4537508.97583296
2685,"Cumberland","Wildwood Crest","chicken","broiler_2",1985,407597.81524035,4533606.15199104
2686,"Mifflin","Morris Plains","duck","organic",903,426022.915134672,4514180.65808253
2687,"Mifflin","Edgewater","chicken","broiler_2",1128,414421.725774319,4521157.31934309
2688,"Cumberland","Mendham","chicken","broiler_2",1395,410767.388006545,4551800.95059227
2689,"Cumberland","Hammonton","duck","organic",1023,410859.233066037,4553946.13444762
2690,"Susquehanna","Lyndhurst","chicken","broiler_2",2544,432047.534206721,4555491.43167775
2691,"Cumberland","Hammonton","chicken","broiler_2",1704,419658.656814301,4554953.08662283
2692,"Mifflin","Morris Plains","duck","organic",690,425281.569179844,4513802.90708478
2693,"Berks","Sea Bright","duck","conventional",16752,423648.059254818,4526380.68608819
2694,"Cumberland","Roxbury","duck","conventional",14069,407643.657460716,4548234.233617
2695,"Cumberland","Montvale","duck","conventional",14242,415826.239131282,4542618.91822058
2696,"Mifflin","Edgewater","duck","conventional",14505,418684.35196719,4523706.79515553
2697,"Berks","Wallington","chicken","broiler_1",5378,431158.356070399,4521349.49963997
2698,"Cumberland","Hammonton","chicken","layer",17583,420986.195086341,4555110.05079465
2699,"Berks","Franklin Lakes","chicken","broiler_1",3992,440854.412939076,4519880.80569069
2700,"Berks","Sea Bright","duck","organic",1664,418804.677380955,4528340.5979598
2701,"Berks","Arlington","duck","conventional",17113,444526.965525483,4533455.35092437
2702,"Berks","Stratford","duck","conventional",13118,433898.306804675,4549449.45626958
2703,"Mifflin","Morris Plains","duck","conventional",17168,425558.297167803,4512073.74145739
2704,"Berks","Bogota","duck","conventional",15990,442188.900401924,4530287.52380059
2705,"Berks","Sayreville","chicken","broiler_2",1804,432778.279695025,4540976.58550062
2706,"Berks","Little Falls","chicken","broiler_1",4342,447177.387511083,4527254.9277462
2707,"Berks","Carteret","chicken","broiler_1",3862,437207.459762067,4530042.09935329
2708,"Cumberland","Hammonton","chicken","broiler_2",1089,417700.459731051,4552688.64858978
2709,"Berks","Ocean City","chicken","layer",18625,423025.66271593,4522059.24304134
2710,"Susquehanna","Lyndhurst","duck","conventional",16687,425266.377658526,4555284.90066501
2711,"Berks","Manalapan","chicken","broiler_1",4972,436134.616573694,4542813.51606386
2712,"Berks","Stratford","chicken","broiler_1",5702,431005.372896507,4550055.22469945
2713,"Berks","Hazlet","chicken","broiler_2",1234,436783.628048027,4535973.75416044
2714,"Cumberland","Mendham","chicken","broiler_2",1524,419205.885224555,4544731.17299287
2715,"Berks","Liberty","chicken","broiler_1",6540,424938.778810034,4541409.52415589
2716,"Cumberland","Wildwood Crest","duck","organic",368,406015.806135491,4535643.9014567
2717,"Cumberland","Hammonton","chicken","broiler_2",1528,419349.391973196,4558819.39094499
2718,"Berks","Sayreville","duck","conventional",17577,432488.821151309,4538118.94187164
2719,"Mifflin","Morris Plains","chicken","broiler_2",1290,425901.959276108,4513083.49135456
2720,"Berks","Little Falls","chicken","broiler_2",2057,451200.037938409,4519375.77181329
2721,"Susquehanna","Lyndhurst","chicken","broiler_2",1996,434017.792628722,4557758.23143781
2722,"Berks","Chatham","chicken","broiler_2",1705,435103.669593114,4515758.27929105
2723,"Berks","Tenafly","chicken","broiler_1",5026,426633.408413229,4548151.68057822
2724,"Cumberland","Roxbury","duck","conventional",15067,404058.178828689,4546844.80494187
2725,"Berks","Elmer","chicken","broiler_2",1597,416145.040032957,4528541.84657451
2726,"Cumberland","Mount Olive","duck","conventional",15606,406758.363005774,4529692.49510088
2727,"Berks","Tenafly","duck","conventional",13713,422940.486063014,4546212.09564033
2728,"Berks","Ocean City","duck","conventional",14850,423513.002372517,4520904.99080049
2729,"Berks","Hazlet","chicken","layer",16736,434810.549332954,4536289.73126986
2730,"Berks","Hazlet","chicken","broiler_2",1771,439930.320392011,4536433.3837792
2731,"Berks","Elk","chicken","layer",18192,422485.431508278,4532455.47219219
2732,"Mifflin","Edgewater","duck","organic",256,412579.578226694,4521639.73984427
2733,"Berks","Tenafly","duck","conventional",14316,427733.529675949,4550602.11412442
2734,"Cumberland","Montvale","duck","conventional",16171,420639.890826661,4542539.99075417
2735,"Cumberland","Roxbury","duck","conventional",17367,410139.216334228,4545089.41485635
2736,"Berks","Carteret","duck","conventional",16283,433462.752040884,4532152.37598634
2737,"Berks","Elmer","duck","conventional",15067,420078.486624093,4532376.45112775
2738,"Berks","Ocean City","duck","conventional",14719,426608.775913063,4524870.87957897
2739,"Berks","Freehold","chicken","broiler_2",1248,429646.296698207,4527836.82979502
2740,"Berks","Ocean City","duck","conventional",13769,428180.166717961,4522420.03044653
2741,"Berks","Tenafly","duck","conventional",16576,425408.598778803,4550230.31727815
2742,"Berks","Fairfield","chicken","broiler_2",2078,426176.17874156,4538255.78219137
2743,"Berks","Carteret","chicken","broiler_2",1354,434045.285557846,4528197.22781479
2744,"Mifflin","Edgewater","duck","conventional",16218,414165.855076749,4520951.17698278
2745,"Susquehanna","Lyndhurst","duck","organic",1103,431171.83090577,4554134.52028952
2746,"Berks","Plainfield","chicken","broiler_2",1998,442341.581615109,4509701.28388936
2747,"Berks","Stratford","chicken","broiler_2",2906,431851.574261734,4545308.86404341
2748,"Cumberland","Mount Olive","duck","organic",973,408079.728677386,4527768.79337818
2749,"Cumberland","Mount Olive","chicken","broiler_1",4400,407337.473268021,4531423.6839605
2750,"Susquehanna","Lyndhurst","duck","conventional",17210,432704.490851604,4556439.95368763
2751,"Berks","Tenafly","duck","organic",853,422113.518271175,4551289.79744259
2752,"Cumberland","Wildwood Crest","chicken","broiler_2",1345,410235.771660605,4534232.9232296
2753,"Berks","Stratford","duck","conventional",16916,428975.196470672,4552022.52676343
2754,"Berks","Carteret","duck","organic",829,437030.37581601,4528934.68476685
2755,"Cumberland","Mount Olive","duck","conventional",17809,412247.229495415,4532208.38742489
2756,"Cumberland","Hammonton","duck","conventional",15053,414231.267095137,4552236.63567194
2757,"Berks","Liberty","duck","conventional",13580,425519.507756638,4545434.26960426
2758,"Susquehanna","Lyndhurst","chicken","broiler_2",1933,433665.996776307,4559187.85306156
2759,"Cumberland","Mount Olive","duck","conventional",15251,410569.991759701,4526414.77431667
2760,"Cumberland","Harvey Cedars","duck","organic",227,415554.895527992,4536679.41389436
2761,"Berks","Manalapan","duck","conventional",16470,437398.584030439,4548900.98777461
2762,"Berks","Ocean City","chicken","broiler_2",1361,425525.96440659,4520760.82447704
2763,"Berks","Sea Bright","duck","conventional",14889,426058.325384899,4526379.00280254
2764,"Mifflin","Oxford","duck","conventional",16241,415440.184626068,4519799.87720783
2765,"Berks","Hazlet","chicken","layer",16953,439448.654369329,4535537.74865438
2766,"Mifflin","Edgewater","duck","conventional",15862,414548.617744475,4525559.79731967
2767,"Berks","Little Falls","duck","conventional",13746,443216.740611745,4520270.67029344
2768,"Cumberland","Mount Olive","chicken","broiler_2",1837,409012.711270093,4528764.53646025
2769,"Berks","Manalapan","duck","organic",842,435307.04594272,4547146.35465852
2770,"Berks","Elk","duck","conventional",16987,425864.315929455,4531628.60505393
2771,"Berks","Stratford","duck","conventional",13329,431371.186537786,4550054.34632567
2772,"Berks","Haddon","duck","conventional",12780,432954.657233606,4522526.76474004
2773,"Berks","Chatham","duck","conventional",15841,437437.668585412,4514310.81364245
2774,"Berks","Elk","duck","conventional",14584,426167.52461617,4533361.58056199
2775,"Berks","Little Falls","duck","conventional",16149,445938.406954293,4523398.83108766
2776,"Berks","Liberty","duck","conventional",14298,429579.449582757,4539963.85763154
2777,"Berks","Little Falls","duck","conventional",17099,444669.47947745,4519902.67081824
2778,"Berks","Ocean City","duck","conventional",15908,426867.283745845,4523992.39162944
2779,"Berks","Plainfield","duck","conventional",14951,438225.231374192,4507399.66762147
2780,"Cumberland","Hammonton","chicken","broiler_1",4433,410607.487034148,4552693.91029211
2781,"Berks","Sea Bright","duck","conventional",16977,425606.953801943,4529237.16974963
2782,"Mifflin","Oxford","duck","organic",1072,418588.012023913,4515301.2299126
2783,"Cumberland","Wildwood Crest","duck","conventional",14876,408289.750659748,4542372.80164065
2784,"Cumberland","Hammonton","chicken","broiler_2",827,414988.002409288,4555680.99358016
2785,"Berks","Bogota","chicken","broiler_2",1659,438750.501988132,4523635.88834779
2786,"Mifflin","Morris Plains","chicken","broiler_2",645,425885.248283345,4509388.30894708
2787,"Berks","Little Falls","duck","conventional",16069,446635.028817654,4529499.32204993
2788,"Cumberland","Wildwood Crest","duck","conventional",15590,406778.90262242,4535638.37708059
2789,"Berks","Liberty","chicken","broiler_1",6011,431292.884571351,4544492.02062906
2790,"Berks","Wallington","chicken","layer",17497,426580.421501372,4516835.32499258
2791,"Berks","Ocean City","chicken","broiler_1",4009,425221.858288195,4521084.42434882
2792,"Berks","Franklin Lakes","duck","conventional",15950,445673.266898393,4517484.87195127
2793,"Berks","Manalapan","chicken","broiler_2",2155,441059.348205163,4545603.10646977
2794,"Berks","Stratford","duck","conventional",17654,431399.31443304,4551224.12482506
2795,"Cumberland","Hammonton","chicken","broiler_2",1817,417095.106440954,4552620.75348753
2796,"Mifflin","Morris Plains","chicken","broiler_1",4518,425313.010051344,4511961.43429485
2797,"Berks","Little Falls","chicken","broiler_2",1589,444016.692899116,4523973.67229243
2798,"Berks","Carteret","chicken","broiler_2",608,433787.367119724,4530571.12436295
2799,"Mifflin","Oxford","chicken","broiler_1",5594,413592.652311424,4513154.17949945
2800,"Mifflin","Oxford","duck","conventional",15402,422002.848868702,4518047.5535544
2801,"Berks","Elk","chicken","broiler_1",5852,422026.837150786,4532079.19624645
2802,"Cumberland","Hammonton","chicken","layer",17580,418175.701578896,4559211.49234645
2803,"Berks","Elmer","duck","conventional",15283,416289.1716104,4531868.2575232
2804,"Cumberland","Roxbury","chicken","broiler_1",5605,411053.2478078,4543915.27690675
2805,"Mifflin","Oxford","duck","conventional",15576,419796.361639165,4521395.13963037
2806,"Cumberland","Wildwood Crest","duck","conventional",15014,410829.611031612,4540043.50895812
2807,"Berks","Arlington","chicken","broiler_2",1775,446749.885853297,4532168.73787041
2808,"Berks","Wallington","duck","organic",954,425217.626980904,4519852.84211955
2809,"Berks","Liberty","chicken","broiler_1",6233,431340.443776888,4544895.27445727
2810,"Berks","Fairfield","chicken","layer",17105,425150.470713706,4541088.80058672
2811,"Berks","Elmer","chicken","broiler_1",5863,416628.356639978,4529783.0593383
2812,"Berks","Sayreville","duck","conventional",17045,435882.8938502,4543475.6724626
2813,"Berks","Hazlet","chicken","broiler_2",2026,437436.795544908,4535784.41456012
2814,"Susquehanna","Lyndhurst","chicken","broiler_2",2149,428044.139614115,4555150.68245835
2815,"Cumberland","Hammonton","duck","conventional",14327,420556.865651502,4556970.52862854
2816,"Susquehanna","Lyndhurst","duck","organic",806,424976.563079806,4560293.66503419
2817,"Susquehanna","Lyndhurst","chicken","broiler_1",6741,425803.185035866,4561254.57312956
2818,"Cumberland","Wildwood Crest","chicken","broiler_1",6236,405418.479497449,4532077.67662566
2819,"Cumberland","Harvey Cedars","chicken","broiler_2",2524,418209.394448525,4534915.13153876
2820,"Berks","Arlington","chicken","broiler_2",1281,445428.39221249,4536942.49946876
2821,"Berks","Freehold","duck","conventional",16252,434948.407463871,4524552.73648194
2822,"Berks","Sayreville","chicken","broiler_2",2095,432244.694877591,4541075.52290111
2823,"Cumberland","Harvey Cedars","duck","conventional",12725,424366.533674457,4536280.14861768
2824,"Berks","Freehold","chicken","broiler_2",908,428088.078767674,4530994.68740892
2825,"Susquehanna","Lyndhurst","chicken","broiler_2",1302,426674.995902001,4554236.68290012
2826,"Cumberland","Hammonton","chicken","broiler_2",1436,416610.068219369,4556504.1369077
2827,"Berks","Franklin Lakes","chicken","broiler_1",4894,439107.690695802,4516090.74084382
2828,"Berks","Arlington","chicken","broiler_1",3821,444685.765367202,4534012.44773596
2829,"Berks","Wallington","chicken","broiler_2",1573,430124.412001559,4514509.01522397
2830,"Berks","Sea Bright","chicken","broiler_2",2392,425485.356012107,4527717.79858382
2831,"Berks","Arlington","chicken","broiler_1",4985,448905.123756795,4533503.39023106
2832,"Cumberland","Mendham","duck","conventional",16087,412654.368330055,4544404.95326081
2833,"Berks","Tenafly","duck","conventional",16665,427175.005016564,4553905.33601204
2834,"Cumberland","Mendham","chicken","broiler_1",6381,418767.026469588,4548775.71115523
2835,"Berks","Arlington","duck","conventional",14821,444006.030726903,4534676.89164948
2836,"Cumberland","Mendham","chicken","broiler_1",5315,415950.24877643,4546088.01625092
2837,"Berks","Franklin Lakes","duck","conventional",15189,442230.332226183,4515322.62120725
2838,"Susquehanna","Lyndhurst","duck","organic",398,430615.677437974,4559323.3095898
2839,"Berks","Chatham","chicken","broiler_2",2346,431511.135931563,4516938.78339715
2840,"Susquehanna","Lyndhurst","chicken","broiler_2",1229,426120.474813489,4558965.92326807
2841,"Berks","Little Falls","chicken","broiler_1",5137,446786.192264798,4523696.93020472
2842,"Cumberland","Roxbury","duck","conventional",15458,411511.753471247,4541279.30752249
2843,"Cumberland","Mount Olive","duck","conventional",14716,405996.786848562,4526126.75993561
2844,"Berks","Elmer","chicken","broiler_2",2285,414620.558957345,4529472.54535859
2845,"Berks","Sea Bright","chicken","broiler_2",1434,426161.893939688,4528782.089649
2846,"Berks","Little Falls","duck","organic",275,444760.97022499,4521764.83857006
2847,"Berks","Manalapan","chicken","broiler_1",5803,436487.848677506,4544192.87086311
2848,"Berks","Chatham","duck","conventional",15261,430404.858764968,4511727.25593856
2849,"Cumberland","Montvale","duck","conventional",15476,420847.56484918,4545687.00713417
2850,"Berks","Plainfield","duck","conventional",17501,440218.204255608,4507439.85256144
2851,"Cumberland","Wildwood Crest","chicken","broiler_2",1575,409515.786356715,4536463.47670593
2852,"Cumberland","Roxbury","duck","conventional",16535,411351.582121749,4544851.05442263
2853,"Berks","Liberty","chicken","broiler_1",6317,424618.144152882,4542589.69766477
2854,"Berks","Arlington","chicken","layer",18960,445462.977136295,4530707.37515218
2855,"Susquehanna","Lyndhurst","duck","conventional",13696,429491.004793078,4561608.85905217
2856,"Berks","Haddon","duck","conventional",15719,436327.24406732,4520805.07197431
2857,"Cumberland","Montvale","duck","conventional",18187,421990.452036449,4544245.25673783
2858,"Berks","Freehold","duck","conventional",13160,432013.36880592,4523274.02191102
2859,"Berks","Tenafly","chicken","broiler_2",1926,424062.563369349,4550100.35670159
2860,"Berks","Sea Bright","duck","conventional",16152,420727.908501868,4529292.54595379
2861,"Cumberland","Harvey Cedars","chicken","layer",17774,416536.397925426,4535335.35710934
2862,"Berks","Liberty","chicken","broiler_2",701,431104.336890993,4542495.65728969
2863,"Cumberland","Roxbury","duck","conventional",16947,411698.018354769,4544920.13408348
2864,"Cumberland","Harvey Cedars","duck","organic",1029,423080.865985105,4535261.63584286
2865,"Berks","Manalapan","duck","conventional",15862,436800.931974579,4544737.6585823
2866,"Cumberland","Mount Olive","chicken","broiler_1",4562,409539.857058384,4529105.42973319
2867,"Mifflin","Oxford","chicken","layer",18613,414228.319146976,4515051.20138292
2868,"Berks","Elk","chicken","broiler_2",1852,431487.82738983,4531490.90463168
2869,"Berks","Plainfield","duck","conventional",16062,441579.629042667,4507914.7314652
2870,"Cumberland","Mendham","duck","conventional",16780,415925.012112469,4548895.7102523
2871,"Susquehanna","Lyndhurst","chicken","broiler_2",1657,429799.378971912,4554129.40192319
2872,"Berks","Elk","duck","conventional",15480,422353.584116822,4532864.13343164
2873,"Berks","Liberty","duck","conventional",15947,428104.723908353,4545712.76646786
2874,"Berks","Elk","chicken","broiler_2",673,421494.758243726,4533340.32118305
2875,"Berks","Sea Bright","duck","conventional",16861,425204.354985604,4528118.12837861
2876,"Mifflin","Edgewater","duck","conventional",13405,418228.912606905,4525480.09470329
2877,"Cumberland","Mendham","chicken","broiler_2",1506,415529.658728855,4548004.4767994
2878,"Berks","Sayreville","chicken","broiler_1",5480,432371.429235897,4540834.1872446
2879,"Berks","Elmer","chicken","broiler_2",1382,414862.873688402,4528018.2090818
2880,"Berks","Sayreville","duck","conventional",14540,434412.781720003,4543213.4094051
2881,"Cumberland","Hammonton","duck","conventional",14644,416269.612947876,4557895.40556744
2882,"Berks","Carteret","duck","conventional",14043,440309.285983319,4526636.65884928
2883,"Cumberland","Wildwood Crest","duck","conventional",15755,406922.505249464,4540922.54045693
2884,"Berks","Little Falls","duck","conventional",17237,449674.123648779,4521036.05918483
2885,"Berks","Carteret","chicken","broiler_2",1434,439308.072456507,4525879.71002919
2886,"Cumberland","Hammonton","duck","conventional",16219,417582.455131084,4559302.58781571
2887,"Berks","Stratford","chicken","layer",15845,432223.235579176,4548074.7797302
2888,"Cumberland","Mount Olive","chicken","broiler_2",855,403169.892811352,4527060.70204387
2889,"Berks","Chatham","duck","conventional",13428,433727.246843989,4515795.63032802
2890,"Berks","Elk","chicken","broiler_2",1474,431014.407749036,4534165.20480499
2891,"Berks","Arlington","chicken","broiler_2",2117,443615.525299398,4533975.72263684
2892,"Susquehanna","Lyndhurst","chicken","broiler_1",4556,424441.200874293,4556480.23801582
2893,"Berks","Plainfield","chicken","layer",18641,442292.838269203,4505641.71239905
2894,"Berks","Manalapan","chicken","broiler_2",1699,439207.603379761,4550214.37921169
2895,"Berks","Liberty","chicken","broiler_1",6278,426611.643594083,4544026.64347032
2896,"Berks","Ocean City","duck","organic",995,426077.792760493,4522933.19993674
2897,"Cumberland","Hammonton","chicken","broiler_1",4475,418616.815960281,4553420.28220304
2898,"Berks","Bogota","duck","conventional",14300,442346.119990231,4531344.44083332
2899,"Berks","Chatham","chicken","broiler_1",4968,431662.163498923,4509371.21987614
2900,"Berks","Sea Bright","duck","conventional",15757,422457.622916091,4528195.12994396
2901,"Berks","Ocean City","chicken","broiler_1",6462,426502.316266498,4521882.27391369
2902,"Mifflin","Edgewater","duck","conventional",13925,414845.002389584,4525616.38295006
2903,"Mifflin","Morris Plains","duck","conventional",17681,426873.85905262,4516290.64035024
2904,"Berks","Liberty","chicken","broiler_1",7723,428658.86729968,4540163.38009243
2905,"Berks","Plainfield","chicken","broiler_1",4297,443030.539932316,4505485.81739741
2906,"Cumberland","Mount Olive","duck","conventional",17155,411381.588375514,4528686.97620609
2907,"Berks","Manalapan","duck","conventional",12903,442446.422368341,4546468.15054467
2908,"Cumberland","Hammonton","chicken","broiler_2",952,418917.553432042,4556688.10881646
2909,"Berks","Wallington","chicken","broiler_1",5797,430479.529260086,4521966.52137131
2910,"Berks","Stratford","chicken","broiler_2",1754,430222.162815466,4551243.25974847
2911,"Berks","Stratford","duck","conventional",17650,431446.526288014,4551138.67822206
2912,"Berks","Elk","duck","conventional",16512,422097.284260523,4531973.39911291
2913,"Berks","Little Falls","duck","conventional",16652,445045.273255655,4524898.27545486
2914,"Berks","Little Falls","duck","organic",1110,445840.897222452,4519255.75439928
2915,"Berks","Liberty","chicken","broiler_2",708,426307.550201128,4541924.82469452
2916,"Berks","Tenafly","chicken","broiler_2",1468,426833.815493231,4550796.12112365
2917,"Berks","Hazlet","duck","conventional",17299,432977.453288211,4532612.63307158
2918,"Cumberland","Mendham","chicken","broiler_1",5174,417839.340108653,4546767.88883127
2919,"Berks","Carteret","chicken","broiler_2",1626,437606.435799785,4525540.33161574
2920,"Berks","Liberty","chicken","broiler_2",1260,426865.815877714,4542331.99422599
2921,"Cumberland","Mount Olive","chicken","broiler_2",1513,409779.368009646,4527184.85306152
2922,"Cumberland","Mendham","chicken","layer",18552,413527.260174564,4551063.10665084
2923,"Berks","Sayreville","duck","conventional",17027,436421.021188502,4542201.23372213
2924,"Mifflin","Edgewater","chicken","broiler_1",6421,412094.48902076,4520782.18111973
2925,"Cumberland","Roxbury","duck","conventional",16763,411971.455293455,4547993.0429857
2926,"Berks","Liberty","chicken","broiler_2",1061,425183.300741763,4544631.62500967
2927,"Berks","Chatham","chicken","broiler_2",1467,433326.315201301,4518988.21269408
2928,"Cumberland","Wildwood Crest","chicken","broiler_1",6917,406403.879599737,4538676.26191579
2929,"Berks","Franklin Lakes","chicken","broiler_2",2237,447128.44936781,4517406.52243392
2930,"Cumberland","Mendham","chicken","broiler_2",958,416810.476656187,4543322.87912586
2931,"Berks","Arlington","chicken","layer",17819,441455.226956637,4535122.64652993
2932,"Berks","Arlington","chicken","broiler_2",1014,442818.433001956,4534542.18661564
2933,"Cumberland","Hammonton","chicken","broiler_2",2133,418092.167130878,4553017.08175544
2934,"Berks","Chatham","duck","conventional",16700,432084.121428719,4516666.06423381
2935,"Cumberland","Mount Olive","chicken","broiler_2",1576,406543.133103129,4527050.79677164
2936,"Susquehanna","Lyndhurst","chicken","broiler_2",2580,427267.864199055,4558912.71380539
2937,"Berks","Elmer","duck","conventional",14366,415369.505934332,4533160.25861346
2938,"Susquehanna","Lyndhurst","chicken","broiler_2",1783,427977.545841904,4559740.76194029
2939,"Susquehanna","Lyndhurst","duck","conventional",16224,426574.263759331,4560111.29137457
2940,"Berks","Haddon","chicken","broiler_2",1713,438282.948589257,4519864.39009916
2941,"Berks","Stratford","chicken","broiler_2",3025,434524.55482893,4553401.24874625
2942,"Mifflin","Edgewater","duck","organic",701,416078.822586919,4523244.76586261
2943,"Mifflin","Edgewater","chicken","broiler_1",6622,414905.514363011,4520417.042184
2944,"Berks","Hazlet","chicken","broiler_2",2112,436690.296794875,4533782.45157784
2945,"Susquehanna","Lyndhurst","chicken","broiler_2",518,427019.671405261,4558493.68293524
2946,"Berks","Sea Bright","chicken","broiler_1",5509,426564.793729185,4526662.41264958
2947,"Berks","Ocean City","duck","conventional",16214,420823.56769998,4522755.16992702
2948,"Berks","Fairfield","chicken","broiler_2",1007,425020.231311746,4538012.72529351
2949,"Berks","Manalapan","duck","conventional",15134,438771.61639079,4545835.31003603
2950,"Berks","Haddon","chicken","layer",17574,435368.74196686,4520218.82624052
2951,"Cumberland","Hammonton","duck","conventional",14803,409733.234692301,4558715.52147106
2952,"Susquehanna","Lyndhurst","duck","conventional",16233,430509.83943092,4556971.00080612
2953,"Berks","Ocean City","duck","organic",881,428312.95869999,4523271.83534625
2954,"Berks","Tenafly","chicken","broiler_2",1215,420131.293088045,4550253.65645467
2955,"Mifflin","Edgewater","chicken","broiler_2",583,416400.67127747,4527409.89981192
2956,"Berks","Ocean City","chicken","broiler_1",6056,421348.622790859,4519506.80485079
2957,"Cumberland","Mount Olive","chicken","broiler_2",1724,412643.417677849,4530788.29387647
2958,"Berks","Liberty","chicken","broiler_1",5301,425506.173517192,4546183.08657999
2959,"Berks","Little Falls","chicken","layer",18497,449701.474409275,4520335.98017525
2960,"Berks","Elmer","chicken","broiler_1",5471,418156.416048259,4528911.75353326
2961,"Berks","Manalapan","duck","conventional",15637,442319.744412022,4547414.35222803
2962,"Berks","Plainfield","duck","conventional",15001,439915.004883157,4513020.02690031
2963,"Berks","Hazlet","chicken","broiler_2",2559,433832.454626558,4533913.92524032
2964,"Berks","Ocean City","chicken","broiler_2",1687,428112.259387317,4524010.66565649
2965,"Cumberland","Hammonton","chicken","broiler_2",775,413056.833756067,4558630.96980985
2966,"Cumberland","Wildwood Crest","chicken","broiler_1",5909,408932.961691835,4542516.87519522
2967,"Mifflin","Oxford","chicken","broiler_2",512,416602.076473314,4516965.45935589
2968,"Berks","Manalapan","chicken","broiler_2",1258,436697.957671626,4544466.03809436
2969,"Berks","Ocean City","chicken","broiler_2",1549,423380.247421691,4520479.28792244
2970,"Susquehanna","Lyndhurst","chicken","broiler_2",996,433775.009133916,4555000.59762076
2971,"Cumberland","Mount Olive","chicken","broiler_2",1903,411661.301236079,4530125.43631061
2972,"Cumberland","Hammonton","duck","organic",807,415326.877357712,4555466.61108408
2973,"Berks","Plainfield","chicken","broiler_2",2110,438815.584071095,4505927.68067252
2974,"Cumberland","Hammonton","chicken","broiler_1",6333,411347.009279484,4559308.6215482
2975,"Cumberland","Montvale","duck","conventional",13853,417566.368822386,4540850.57726434
2976,"Susquehanna","Lyndhurst","chicken","broiler_2",1726,423529.133923779,4559315.96189634
2977,"Cumberland","Roxbury","chicken","broiler_2",1489,408600.801172434,4543504.29456013
2978,"Berks","Tenafly","chicken","broiler_2",2500,422992.743466272,4550374.76789792
2979,"Berks","Franklin Lakes","chicken","broiler_2",1599,440246.293115445,4517137.01370713
2980,"Cumberland","Harvey Cedars","chicken","broiler_1",4338,417296.806730523,4536439.72866167
2981,"Berks","Chatham","chicken","broiler_1",7428,437007.63317062,4516096.96270845
2982,"Cumberland","Mount Olive","duck","organic",839,406321.157778248,4530849.65553119
2983,"Berks","Tenafly","chicken","broiler_2",1991,426851.822950143,4553640.91279819
2984,"Mifflin","Edgewater","duck","conventional",13384,411598.697863395,4524267.44815401
2985,"Mifflin","Penndel","duck","organic",1025,421420.415735217,4516073.70143712
2986,"Cumberland","Harvey Cedars","chicken","broiler_1",5553,419840.253879073,4538324.72699139
2987,"Berks","Tenafly","duck","conventional",13407,421597.891435434,4550777.28587889
2988,"Mifflin","Oxford","duck","organic",974,414514.908727113,4513764.58032618
2989,"Mifflin","Oxford","duck","conventional",17535,419019.249702259,4518694.29309903
2990,"Berks","Stratford","chicken","broiler_2",765,436043.273968325,4554790.36411111
2991,"Berks","Plainfield","chicken","layer",17368,440771.896905105,4511138.8774478
2992,"Cumberland","Wildwood Crest","duck","conventional",14145,407063.022533176,4536336.33506914
2993,"Susquehanna","Lyndhurst","chicken","broiler_2",536,428661.751424404,4564175.06283211
2994,"Cumberland","Mendham","duck","conventional",15744,414579.141664816,4550564.92416228
2995,"Mifflin","Oxford","chicken","broiler_2",902,418943.4183836,4516736.16078203
2996,"Berks","Fairfield","chicken","broiler_2",1267,430809.24568303,4537436.381113
2997,"Berks","Elk","chicken","broiler_2",1016,425366.921461853,4531968.78125609
2998,"Berks","Hazlet","duck","conventional",15939,437686.53698792,4534812.98523969
2999,"Cumberland","Mendham","duck","organic",762,419263.699649793,4545014.31662394
3000,"Berks","Plainfield","chicken","broiler_1",5025,438654.364359967,4507939.75839747
3001,"Cumberland","Mendham","chicken","broiler_2",1060,412507.731282292,4549335.29096439
