"farm_id","date_start","date_end","volume"
2695,2025-12-30,,14045
2696,2025-07-15,2025-09-03,14449
2696,2025-09-27,2025-11-15,14462
2696,2025-12-07,,13739
2697,2025-09-23,2025-10-13,5163
2697,2025-11-29,2025-12-20,5252
2698,2025-03-31,,17576
2699,2025-08-24,2025-09-13,3767
2699,2025-10-05,2025-10-25,3909
2699,2025-11-16,2025-12-06,3890
2699,2025-12-31,,3892
2700,2025-09-13,2025-12-02,1653
2700,2025-12-28,,1660
2701,2025-07-07,2025-08-31,16800
2701,2025-09-22,2025-11-09,16255
2701,2025-12-02,,16966
2702,2025-08-22,2025-10-10,12964
2702,2025-11-01,2025-12-20,12364
2702,2026-01-13,,12990
2703,2025-07-22,2025-09-13,16598
2703,2025-10-07,2025-11-30,16313
2703,2025-12-27,,16409
2704,2025-07-28,2025-09-18,15221
2704,2025-10-11,2025-12-01,15147
2704,2025-12-26,,15175
2705,2025-09-01,2025-09-28,1801
2705,2025-10-21,2025-11-17,1769
2705,2025-12-09,2026-01-04,1751
2706,2025-09-13,2025-10-03,4082
2706,2025-10-27,2025-11-16,3855
2706,2025-12-08,2026-01-01,4120
2707,2025-08-17,2025-09-06,3497
2707,2025-09-28,2025-10-18,3839
2707,2025-11-11,2025-12-01,3773
2707,2025-12-28,,3762
2708,2025-08-31,2025-09-27,1072
2708,2025-10-19,2025-11-15,1084
2708,2025-12-07,2026-01-07,1075
2709,2025-03-11,,18039
2710,2025-08-05,2025-09-27,16495
2710,2025-10-20,2025-12-10,16105
2710,2026-01-05,,15881
2711,2025-09-04,2025-09-24,4922
2711,2025-11-04,2025-11-24,4804
2711,2026-01-05,,4862
2712,2025-08-25,2025-09-14,5439
2712,2025-10-19,2025-11-08,5644
2712,2025-12-14,2026-01-07,5589
2713,2025-08-09,2025-09-05,1207
2713,2025-09-27,2025-10-24,1219
2713,2025-11-16,2025-12-13,1231
2713,2025-12-14,2025-12-14,
2714,2025-09-04,2025-10-01,1477
2714,2025-10-25,2025-11-21,1514
2714,2025-12-13,,1521
2715,2025-08-17,2025-09-06,6447
2715,2025-09-29,2025-10-19,6526
2715,2025-11-15,2025-12-05,6377
2715,2026-01-06,,6293
2716,2025-09-12,2025-12-02,346
2716,2025-12-27,,358
2717,2025-09-13,2025-10-10,1511
2717,2025-11-01,2025-11-28,1494
2717,2025-12-20,,1480
2718,2025-09-06,2025-10-28,17242
2718,2025-11-23,,17148
2719,2025-09-06,2025-10-03,1284
2719,2025-10-25,2025-11-21,1286
2719,2025-12-13,,1258
2720,2025-08-09,2025-09-05,2042
2720,2025-09-27,2025-10-24,2016
2720,2025-11-17,2025-12-15,1984
2720,2026-01-08,,2013
2721,2025-08-11,2025-09-07,1960
2721,2025-09-29,2025-10-26,1963
2721,2025-11-18,2025-12-16,1924
2722,2025-09-01,2025-09-28,1698
2722,2025-10-20,2025-11-16,1683
2722,2025-12-10,2026-01-10,1701
2723,2025-08-11,2025-08-31,4971
2723,2025-10-22,2025-11-11,4729
2723,2025-12-20,,4767
2724,2025-08-30,2025-10-19,14543
2724,2025-11-14,2026-01-08,14476
2725,2025-08-09,2025-09-05,1562
2725,2025-09-27,2025-10-24,1565
2725,2025-11-15,2025-12-12,1574
2725,2026-01-06,,1534
2726,2025-08-20,2025-10-08,14897
2726,2025-11-01,2025-12-29,14801
2727,2025-09-14,2025-11-08,13417
2727,2025-11-30,,13632
2728,2025-07-11,2025-09-04,14587
2728,2025-09-27,2025-11-15,14203
2728,2025-12-07,,14700
2729,2025-03-18,,16716
2730,2025-09-20,2025-10-17,1755
2730,2025-11-08,2025-12-05,1760
2730,2025-12-31,,1756
2731,2024-11-17,2025-12-25,17912
2732,2025-07-19,2025-10-06,255
2732,2025-10-29,,248
2733,2025-07-12,2025-08-31,13592
2733,2025-09-23,2025-11-14,13642
2733,2025-12-06,,13856
2734,2025-08-30,2025-10-24,16011
2734,2025-11-16,2026-01-12,15837
2735,2025-07-30,2025-09-16,16524
2735,2025-10-08,2025-11-28,16936
2735,2025-12-20,,16639
2736,2025-07-29,2025-09-17,15703
2736,2025-10-14,2025-12-08,16032
2736,2026-01-04,,15730
2737,2025-08-07,2025-09-29,14600
2737,2025-10-22,2025-12-16,14353
2737,2026-01-09,,14788
2738,2025-07-14,2025-09-02,14127
2738,2025-09-24,2025-11-17,14511
2738,2025-12-09,,13943
2739,2025-09-16,2025-10-13,1209
2739,2025-11-04,2025-12-01,1244
2739,2025-12-26,,1238
2740,2025-09-20,2025-11-13,13330
2740,2025-12-10,,13235
2741,2025-09-11,2025-10-30,15714
2741,2025-11-22,,15816
2742,2025-08-28,2025-09-24,2031
2742,2025-10-16,2025-11-12,2039
2742,2025-12-04,2026-01-04,2060
2743,2025-09-07,2025-10-04,1323
2743,2025-10-26,2025-11-22,1350
2743,2025-12-14,2026-01-09,1324
2744,2025-08-07,2025-09-25,15310
2744,2025-10-18,2025-12-07,16148
2744,2026-01-01,,15250
2745,2025-09-19,2025-12-03,1052
2745,2025-12-31,,1038
2746,2025-09-13,2025-10-10,1956
2746,2025-11-01,2025-11-28,1948
2746,2025-12-28,,1988
2747,2025-08-14,2025-09-10,2895
2747,2025-10-02,2025-10-29,2902
2747,2025-11-20,2025-12-18,2804
2748,2025-07-24,2025-10-01,971
2748,2025-10-23,2026-01-06,934
2749,2025-09-07,2025-09-27,3926
2749,2025-10-26,2025-11-15,4220
2749,2025-12-13,2026-01-06,4171
2750,2025-07-21,2025-09-11,16542
2750,2025-10-04,2025-11-27,16242
2750,2025-12-20,,16569
2751,2025-07-30,2025-10-21,806
2751,2025-11-12,,815
2752,2025-09-09,2025-10-06,1316
2752,2025-10-28,2025-11-24,1326
2752,2025-12-20,,1296
2753,2025-08-15,2025-10-05,16099
2753,2025-11-01,2025-12-30,16369
2754,2025-08-16,2025-10-27,819
2754,2025-11-18,,785
2755,2025-07-27,2025-09-20,17292
2755,2025-10-17,2025-12-06,17773
2755,2025-12-31,,17103
2756,2025-08-21,2025-10-09,14968
2756,2025-11-02,2025-12-26,14824
2757,2025-08-07,2025-09-26,13496
2757,2025-10-19,2025-12-07,13182
2757,2026-01-02,,13115
2759,2025-09-16,2025-11-06,14563
2759,2025-11-28,,14513
2760,2025-09-03,2025-11-22,222
2760,2025-12-14,,220
2761,2025-08-07,2025-09-29,15919
2761,2025-10-21,2025-12-10,16231
2761,2026-01-05,,15860
2762,2025-08-16,2025-09-12,1352
2762,2025-10-04,2025-10-31,1361
2762,2025-11-24,2025-12-25,1336
2763,2025-07-24,2025-09-12,14602
2763,2025-10-04,2025-11-21,14449
2763,2025-12-14,,14153
2764,2025-07-14,2025-09-07,16125
2764,2025-09-29,2025-11-17,16116
2764,2025-12-11,,15900
2765,2025-01-23,,16881
2766,2025-07-16,2025-09-03,15138
2766,2025-09-27,2025-11-18,15811
2766,2025-12-13,,14947
2767,2025-09-23,2025-11-15,13455
2767,2025-12-10,,13694
2768,2025-08-17,2025-09-13,1836
2768,2025-10-06,2025-11-02,1836
2768,2025-11-24,2025-12-25,1792
2769,2025-09-14,2025-12-03,835
2769,2025-12-28,,820
2770,2025-08-24,2025-10-18,16533
2770,2025-11-10,2026-01-06,16582
2771,2025-08-25,2025-10-15,13292
2771,2025-11-06,2025-12-28,13177
2772,2025-08-03,2025-09-25,12263
2772,2025-10-17,2025-12-05,12773
2772,2025-12-30,,12089
2773,2025-07-20,2025-09-11,14958
2773,2025-10-06,2025-11-30,15043
2773,2025-12-22,,15233
2774,2025-07-21,2025-09-12,14573
2774,2025-10-05,2025-11-27,13821
2774,2025-12-27,,14421
2775,2025-08-28,2025-10-15,15471
2775,2025-11-07,2025-12-30,15713
2776,2025-08-03,2025-09-21,13542
2776,2025-10-14,2025-12-06,13806
2776,2025-12-31,,14121
2777,2025-07-29,2025-09-19,16546
2777,2025-10-11,2025-12-02,16416
2777,2025-12-27,,16830
2778,2025-09-17,2025-11-11,15578
2778,2025-12-09,,15786
2779,2025-07-30,2025-09-22,14401
2779,2025-10-19,2025-12-08,14371
2779,2026-01-02,,14152
2780,2025-08-11,2025-08-31,4271
2780,2025-09-27,2025-10-17,4172
2780,2025-11-15,2025-12-05,4248
2780,2026-01-02,,4326
2781,2025-08-02,2025-09-26,16370
2781,2025-10-25,2025-12-13,16141
2781,2025-12-14,2025-12-14,
2781,2026-01-09,,16452
2782,2025-08-24,2025-11-11,1068
2782,2025-12-06,,1070
2783,2025-08-04,2025-09-22,14092
2783,2025-10-14,2025-12-06,14547
2783,2025-12-31,,14000
2784,2025-08-29,2025-09-25,820
2784,2025-10-19,2025-11-15,813
2784,2025-12-07,2026-01-07,812
2785,2025-08-12,2025-09-08,1639
2785,2025-10-01,2025-10-28,1635
2785,2025-11-19,2025-12-17,1648
2786,2025-08-20,2025-09-16,635
2786,2025-10-09,2025-11-05,642
2786,2025-11-27,2025-12-28,635
2787,2025-08-22,2025-10-12,15448
2787,2025-11-04,2025-12-31,15957
2788,2025-07-31,2025-09-21,14788
2788,2025-10-13,2025-12-07,15313
2788,2026-01-01,,15090
2789,2025-08-31,2025-09-20,6002
2789,2025-10-16,2025-11-05,5955
2789,2025-12-12,2026-01-05,5715
2790,2025-07-12,,17395
2791,2025-09-20,2025-10-10,3815
2791,2025-11-03,2025-11-23,3595
2791,2025-12-16,2026-01-09,3943
2792,2025-09-20,2025-11-08,15083
2792,2025-12-04,,15767
2793,2025-08-15,2025-09-11,2125
2793,2025-10-03,2025-10-30,2150
2793,2025-11-23,2025-12-21,2132
2794,2025-09-11,2025-11-01,17081
2794,2025-11-26,,16670
2795,2025-09-14,2025-10-11,1815
2795,2025-11-03,2025-11-30,1787
2795,2025-12-22,,1808
2796,2025-09-03,2025-09-23,4305
2796,2025-10-29,2025-11-18,4429
2796,2025-12-17,2026-01-10,4283
2797,2025-08-30,2025-09-26,1577
2797,2025-10-19,2025-11-15,1554
2797,2025-12-07,2026-01-07,1583
2798,2025-08-17,2025-09-13,596
2798,2025-10-05,2025-11-01,592
2798,2025-11-24,2025-12-25,589
2799,2025-08-17,2025-09-06,5427
2799,2025-10-14,2025-11-03,5286
2799,2025-12-15,2026-01-08,5530
2800,2025-08-01,2025-09-22,15035
2800,2025-10-14,2025-12-06,14650
2800,2025-12-31,,14544
2801,2025-08-30,2025-09-19,5504
2801,2025-10-21,2025-11-10,5692
2801,2025-12-19,2026-01-12,5849
2802,2025-02-19,,16975
2803,2025-08-04,2025-09-23,14746
2803,2025-10-21,2025-12-13,15006
2803,2025-12-14,2025-12-14,
2803,2026-01-08,,14915
2805,2025-08-11,2025-10-05,15131
2805,2025-10-27,2025-12-18,14864
2805,2026-01-11,,14799
2806,2025-07-31,2025-09-18,14447
2806,2025-10-10,2025-12-02,14995
2806,2025-12-31,,14791
2807,2025-08-24,2025-09-20,1747
2807,2025-10-12,2025-11-08,1713
2807,2025-12-02,2026-01-02,1748
2808,2025-07-26,2025-10-12,929
2808,2025-11-06,,909
2809,2025-08-14,2025-09-03,6051
2809,2025-10-02,2025-10-22,6222
2809,2025-11-19,2025-12-09,6206
2809,2026-01-13,,6155
2810,2024-08-03,2025-09-06,16683
2810,2025-09-28,,16487
2811,2025-09-05,2025-09-25,5776
2811,2025-10-29,2025-11-18,5769
2811,2026-01-03,,5833
2812,2025-07-17,2025-09-05,16732
2812,2025-09-28,2025-11-21,16309
2812,2025-12-13,,16461
2813,2025-09-08,2025-10-05,1970
2813,2025-10-27,2025-11-23,2012
2813,2025-12-15,,2003
2814,2025-08-20,2025-09-16,2144
2814,2025-10-09,2025-11-05,2128
2814,2025-11-27,2025-12-28,2139
2815,2025-08-29,2025-10-23,13867
2815,2025-11-19,,13905
2816,2025-07-06,2025-09-23,761
2816,2025-10-20,2026-01-10,775
2817,2025-09-10,2025-09-30,6576
2817,2025-10-29,2025-11-18,6389
2817,2025-12-12,2026-01-05,6626
2818,2025-09-23,2025-10-13,6203
2818,2025-11-10,2025-11-30,6013
2818,2026-01-06,,6000
2819,2025-08-26,2025-09-22,2492
2819,2025-10-15,2025-11-11,2493
2819,2025-12-03,2026-01-03,2483
2820,2025-09-10,2025-10-07,1257
2820,2025-10-30,2025-11-26,1275
2820,2025-12-20,,1266
2821,2025-08-07,2025-09-30,16027
2821,2025-10-23,2025-12-10,15637
2821,2026-01-04,,16091
2822,2025-08-13,2025-09-09,2055
2822,2025-10-01,2025-10-28,2089
2822,2025-11-19,2025-12-17,2015
2823,2025-08-11,2025-10-03,12346
2823,2025-10-26,2025-12-13,12081
2823,2025-12-14,2025-12-14,
2823,2026-01-07,,12185
2824,2025-08-13,2025-09-09,908
2824,2025-10-01,2025-10-28,903
2824,2025-11-19,2025-12-17,885
2825,2025-08-26,2025-09-22,1283
2825,2025-10-14,2025-11-10,1301
2825,2025-12-02,2026-01-02,1295
2826,2025-08-09,2025-09-05,1391
2826,2025-09-29,2025-10-26,1414
2826,2025-11-17,2025-12-15,1403
2826,2026-01-08,,1405
2827,2025-09-23,2025-10-13,4873
2827,2025-11-24,2025-12-15,4876
2828,2025-08-11,2025-08-31,3657
2828,2025-09-22,2025-10-12,3613
2828,2025-11-07,2025-11-27,3363
2828,2025-12-19,2026-01-12,3718
2829,2025-08-18,2025-09-14,1537
2829,2025-10-06,2025-11-02,1555
2829,2025-11-24,2025-12-25,1530
2830,2025-08-24,2025-09-20,2343
2830,2025-10-14,2025-11-10,2378
2830,2025-12-02,2026-01-02,2322
2831,2025-09-11,2025-10-01,4889
2831,2025-11-10,2025-11-30,4917
2831,2026-01-08,,4782
2832,2025-08-30,2025-10-18,16035
2832,2025-11-13,2026-01-11,15687
2833,2025-09-11,2025-11-01,16173
2833,2025-11-23,,16471
2834,2025-08-13,2025-09-02,6166
2834,2025-09-27,2025-10-17,6327
2834,2025-11-14,2025-12-04,6360
2834,2026-01-06,,6326
2835,2025-08-02,2025-09-21,14644
2835,2025-10-13,2025-11-30,14424
2835,2025-12-22,,14003
2836,2025-10-05,2025-10-25,5098
2836,2025-12-09,2026-01-02,5251
2837,2025-08-02,2025-09-19,14969
2837,2025-10-11,2025-11-28,15016
2837,2025-12-21,,14809
2838,2025-09-06,2025-11-25,397
2838,2025-12-18,2026-01-04,383
2839,2025-08-28,2025-09-24,2276
2839,2025-10-16,2025-11-12,2324
2839,2025-12-04,2026-01-04,2299
2840,2025-08-12,2025-09-08,1194
2840,2025-09-30,2025-10-27,1206
2840,2025-11-18,2025-12-16,1198
2841,2025-09-02,2025-09-22,4960
2841,2025-10-23,2025-11-12,4899
2841,2025-12-20,,4938
2842,2025-09-09,2025-10-28,15060
2842,2025-11-19,,14873
2843,2025-08-18,2025-10-08,14509
2843,2025-11-01,2025-12-28,14231
2844,2025-09-11,2025-10-08,2279
2844,2025-10-30,2025-11-26,2202
2844,2025-12-20,,2225
2845,2025-08-19,2025-09-15,1430
2845,2025-10-07,2025-11-03,1426
2845,2025-11-26,2025-12-27,1394
2846,2025-08-04,2025-10-14,273
2846,2025-11-06,,273
2847,2025-09-17,2025-10-07,5737
2847,2025-11-13,2025-12-03,5781
2847,2026-01-12,,5651
2848,2025-08-25,2025-10-17,14794
2848,2025-11-08,2026-01-03,14759
2849,2025-07-16,2025-09-07,15060
2849,2025-10-03,2025-11-22,14672
2849,2025-12-16,,14587
2850,2025-09-02,2025-10-27,16532
2850,2025-11-19,,16981
2851,2025-08-16,2025-09-12,1563
2851,2025-10-05,2025-11-01,1554
2851,2025-11-24,2025-12-25,1568
2852,2025-09-17,2025-11-11,16018
2852,2025-12-03,,16158
2853,2025-09-15,2025-10-05,5992
2853,2025-11-03,2025-11-23,5998
2853,2025-12-29,,5963
2854,2024-12-04,2026-01-11,18815
2855,2025-08-14,2025-10-04,13312
2855,2025-10-27,2025-12-18,13305
2856,2025-07-14,2025-08-31,15393
2856,2025-09-22,2025-11-10,15171
2856,2025-12-02,,15275
2857,2025-07-26,2025-09-15,18050
2857,2025-10-12,2025-11-30,17860
2857,2025-12-26,,17285
2858,2025-09-04,2025-10-23,12643
2858,2025-11-15,2026-01-10,13049
2859,2025-09-08,2025-10-05,1874
2859,2025-10-27,2025-11-23,1867
2859,2025-12-15,,1876
2860,2025-09-05,2025-10-29,15285
2860,2025-11-20,,15325
2861,2025-04-13,,17051
2863,2025-07-13,2025-09-05,16385
2863,2025-09-29,2025-11-23,16499
2863,2025-12-15,,16043
2864,2025-07-06,2025-09-19,1010
2864,2025-10-11,2025-12-20,1015
2864,2026-01-13,,973
2865,2025-09-01,2025-10-21,15111
2865,2025-11-13,2026-01-06,14937
2866,2025-08-27,2025-09-16,4293
2866,2025-10-25,2025-11-14,4488
2866,2025-12-15,2026-01-08,4329
2867,2024-10-22,2025-11-25,17751
2867,2025-12-17,,17518
2868,2025-08-13,2025-09-09,1819
2868,2025-10-01,2025-10-28,1795
2868,2025-11-19,2025-12-17,1843
2869,2025-08-17,2025-10-07,15813
2869,2025-10-31,2025-12-29,15340
2870,2025-07-23,2025-09-12,16367
2870,2025-10-04,2025-11-21,15915
2870,2025-12-16,,16027
2871,2025-09-03,2025-09-30,1635
2871,2025-10-22,2025-11-18,1609
2871,2025-12-10,2026-01-10,1609
2872,2025-08-13,2025-10-04,14974
2872,2025-10-26,2025-12-17,15431
2873,2025-07-14,2025-09-04,15374
2873,2025-09-27,2025-11-14,15602
2873,2025-12-07,,15895
2874,2025-08-10,2025-09-06,654
2874,2025-09-30,2025-10-27,667
2874,2025-11-21,2025-12-19,664
2875,2025-07-18,2025-09-05,16777
2875,2025-09-27,2025-11-20,15926
2875,2025-12-13,,16828
2876,2025-08-10,2025-09-29,13015
2876,2025-10-21,2025-12-10,12903
2876,2026-01-05,,12720
2877,2025-09-03,2025-09-30,1490
2877,2025-10-22,2025-11-18,1487
2877,2025-12-10,2026-01-10,1483
2878,2025-10-07,2025-10-27,5440
2878,2025-12-06,2025-12-30,5475
2879,2025-09-03,2025-09-30,1352
2879,2025-10-22,2025-11-18,1340
2879,2025-12-10,2026-01-10,1366
2880,2025-08-11,2025-10-04,14361
2880,2025-10-29,2025-12-20,14364
2881,2025-08-19,2025-10-08,13943
2881,2025-11-01,2025-12-21,14028
2882,2025-09-08,2025-10-29,13677
2882,2025-11-24,,13218
2883,2025-08-27,2025-10-18,15402
2883,2025-11-11,2026-01-07,15028
2884,2025-09-09,2025-10-30,16214
2884,2025-11-21,2026-01-12,17157
2885,2025-09-14,2025-10-11,1402
2885,2025-11-02,2025-11-29,1413
2885,2025-12-21,,1427
2886,2025-08-18,2025-10-08,15575
2886,2025-10-31,2025-12-21,15289
2887,2025-02-10,,15003
2888,2025-09-12,2025-10-09,846
2888,2025-11-01,2025-11-28,841
2888,2025-12-21,,833
2889,2025-07-31,2025-09-20,12772
2889,2025-10-12,2025-12-04,13184
2889,2025-12-30,,13056
2890,2025-09-18,2025-10-15,1432
2890,2025-11-08,2025-12-05,1468
2890,2025-12-31,,1459
2892,2025-09-01,2025-09-21,4412
2892,2025-10-26,2025-11-15,4324
2892,2025-12-16,2026-01-09,4077
2893,2025-04-26,,18183
2894,2025-09-15,2025-10-12,1696
2894,2025-11-04,2025-12-01,1675
2894,2025-12-29,,1654
2895,2025-08-30,2025-09-19,6056
2895,2025-10-13,2025-11-02,6197
2895,2025-12-04,2025-12-28,6204
2896,2025-06-24,2025-09-11,976
2896,2025-10-07,2025-12-16,965
2896,2026-01-11,,951
2897,2025-08-31,2025-09-20,4220
2897,2025-10-21,2025-11-10,4211
2897,2025-12-08,2026-01-01,4231
2898,2025-09-23,2025-11-16,14124
2898,2025-12-08,,13771
2899,2025-09-28,2025-10-18,4821
2899,2025-11-28,2025-12-19,4760
2900,2025-07-28,2025-09-20,14877
2900,2025-10-17,2025-12-04,15463
2900,2025-12-29,,15564
2901,2025-09-14,2025-10-04,6306
2901,2025-11-03,2025-11-23,6382
2901,2025-12-22,,6417
2902,2025-08-06,2025-09-24,13489
2902,2025-10-16,2025-12-04,13918
2902,2025-12-30,,13658
2903,2025-09-08,2025-11-02,16706
2903,2025-11-24,,16918
2904,2025-08-25,2025-09-14,7242
2904,2025-10-06,2025-10-26,7563
2904,2025-11-18,2025-12-08,7647
2904,2026-01-03,,6842
2905,2025-09-01,2025-09-21,4080
2905,2025-10-19,2025-11-08,4136
2905,2025-12-01,2025-12-25,4100
2906,2025-08-21,2025-10-13,17031
2906,2025-11-04,2025-12-26,16666
2907,2025-07-19,2025-09-09,12704
2907,2025-10-05,2025-11-28,12584
2907,2025-12-27,,12553
2908,2025-08-11,2025-09-07,928
2908,2025-09-30,2025-10-27,943
2908,2025-11-18,2025-12-16,941
2910,2025-09-19,2025-10-16,1751
2910,2025-11-07,2025-12-04,1703
2910,2025-12-30,,1691
2911,2025-08-03,2025-09-20,17097
2911,2025-10-13,2025-12-07,17363
2911,2026-01-01,,16678
2912,2025-08-24,2025-10-16,16362
2912,2025-11-09,2025-12-31,15589
2913,2025-07-22,2025-09-15,15907
2913,2025-10-09,2025-11-30,16356
2913,2025-12-29,,16559
2914,2025-07-25,2025-10-04,1109
2914,2025-10-26,,1069
2915,2025-09-01,2025-09-28,690
2915,2025-10-20,2025-11-16,686
2915,2025-12-10,2026-01-10,704
2916,2025-08-16,2025-09-12,1464
2916,2025-10-04,2025-10-31,1458
2916,2025-11-23,2025-12-21,1420
2917,2025-07-13,2025-09-05,16775
2917,2025-09-29,2025-11-18,16675
2917,2025-12-17,,16388
2919,2025-09-04,2025-10-01,1606
2919,2025-10-23,2025-11-19,1593
2919,2025-12-11,2026-01-11,1618
2920,2025-08-27,2025-09-23,1246
2920,2025-10-15,2025-11-11,1253
2920,2025-12-03,2026-01-03,1218
2921,2025-08-24,2025-09-20,1504
2921,2025-10-12,2025-11-08,1482
2921,2025-11-30,2025-12-31,1497
2922,2025-04-20,,18514
2923,2025-08-29,2025-10-16,16372
2923,2025-11-10,2026-01-02,16783
2924,2025-09-15,2025-10-05,6145
2924,2025-11-04,2025-11-24,6113
2924,2025-12-29,,6418
2925,2025-08-15,2025-10-07,16561
2925,2025-10-29,2025-12-25,16614
2926,2025-09-12,2025-10-09,1056
2926,2025-10-31,2025-11-27,1059
2926,2025-12-19,,1041
2927,2025-08-23,2025-09-19,1427
2927,2025-10-11,2025-11-07,1446
2927,2025-11-29,2025-12-30,1424
2928,2025-08-19,2025-09-08,6892
2928,2025-10-01,2025-10-21,6893
2928,2025-11-15,2025-12-05,6771
2928,2026-01-01,,6891
2929,2025-08-30,2025-09-26,2177
2929,2025-10-18,2025-11-14,2180
2929,2025-12-06,2026-01-06,2226
2930,2025-08-29,2025-09-25,948
2930,2025-10-19,2025-11-15,956
2930,2025-12-07,2026-01-07,932
2931,2024-10-19,2025-11-22,17490
2931,2025-12-14,,17347
2932,2025-09-18,2025-10-15,1000
2932,2025-11-06,2025-12-03,988
2932,2025-12-28,,1001
2933,2025-08-09,2025-09-05,2103
2933,2025-09-29,2025-10-26,2062
2933,2025-11-17,2025-12-15,2090
2934,2025-07-26,2025-09-12,16190
2934,2025-10-06,2025-11-28,16326
2934,2025-12-20,,16657
2935,2025-08-20,2025-09-16,1576
2935,2025-10-08,2025-11-04,1556
2935,2025-11-26,2025-12-27,1549
2936,2025-09-06,2025-10-03,2545
2936,2025-10-25,2025-11-21,2579
2936,2025-12-13,2026-01-10,2565
2937,2025-07-22,2025-09-13,13752
2937,2025-10-09,2025-12-03,13904
2937,2025-12-30,,13918
2938,2025-08-14,2025-09-10,1751
2938,2025-10-03,2025-10-30,1773
2938,2025-11-22,2025-12-20,1764
2939,2025-08-17,2025-10-09,15252
2939,2025-10-31,2025-12-27,15616
2940,2025-08-09,2025-09-05,1663
2940,2025-09-27,2025-10-24,1680
2940,2025-11-16,2025-12-13,1711
2940,2025-12-14,2025-12-14,
2940,2026-01-07,,1709
2942,2025-07-28,2025-10-07,675
2942,2025-10-29,,668
2943,2025-08-13,2025-09-02,6589
2943,2025-09-24,2025-10-14,6613
2943,2025-11-08,2025-11-28,6571
2943,2025-12-29,,6610
2944,2025-08-20,2025-09-16,2080
2944,2025-10-09,2025-11-05,2098
2944,2025-11-27,2025-12-28,2068
2945,2025-09-08,2025-10-05,518
2945,2025-10-28,2025-11-24,514
2945,2025-12-16,,515
2946,2025-09-16,2025-10-06,5424
2946,2025-11-08,2025-11-28,5220
2946,2026-01-12,,5409
2947,2025-09-09,2025-11-02,15465
2947,2025-11-28,,15312
2948,2025-08-31,2025-09-27,988
2948,2025-10-19,2025-11-15,1005
2948,2025-12-07,2026-01-07,985
2949,2025-08-02,2025-09-20,14463
2949,2025-10-13,2025-12-05,15004
2949,2026-01-01,,14425
2950,2024-11-16,2025-12-21,17383
2951,2025-07-23,2025-09-10,14512
2951,2025-10-02,2025-11-25,14224
2951,2025-12-17,,13942
2952,2025-08-22,2025-10-10,16128
2952,2025-11-07,2026-01-04,15765
2953,2025-08-30,2025-11-09,856
2953,2025-12-01,2026-01-12,839
2954,2025-08-15,2025-09-11,1181
2954,2025-10-03,2025-10-30,1208
2954,2025-11-24,2025-12-25,1178
2955,2025-08-15,2025-09-11,577
2955,2025-10-03,2025-10-30,575
2955,2025-11-22,2025-12-20,580
2956,2025-08-23,2025-09-12,5964
2956,2025-10-12,2025-11-01,5858
2956,2025-12-07,2025-12-31,6046
2957,2025-09-22,2025-10-19,1705
2957,2025-11-10,2025-12-07,1681
2957,2026-01-01,,1670
2958,2025-08-31,2025-09-20,5298
2958,2025-10-26,2025-11-15,5298
2958,2025-12-26,,5104
2959,2024-12-12,,18478
2960,2025-09-28,2025-10-18,5353
2960,2025-11-27,2025-12-18,5298
2961,2025-07-24,2025-09-15,14712
2961,2025-10-08,2025-11-25,15597
2961,2025-12-17,,15483
2962,2025-07-24,2025-09-14,14813
2962,2025-10-07,2025-11-28,14914
2962,2025-12-21,,14820
2963,2025-08-29,2025-09-25,2535
2963,2025-10-18,2025-11-14,2535
2963,2025-12-06,2026-01-06,2483
2964,2025-08-24,2025-09-20,1670
2964,2025-10-12,2025-11-08,1680
2964,2025-12-01,2026-01-01,1668
2965,2025-08-24,2025-09-20,760
2965,2025-10-12,2025-11-08,772
2965,2025-12-01,2026-01-01,755
2966,2025-09-05,2025-09-25,5787
2966,2025-10-26,2025-11-15,5859
2966,2025-12-26,,5817
2967,2025-09-16,2025-10-13,506
2967,2025-11-05,2025-12-02,494
2967,2025-12-28,,507
2968,2025-09-12,2025-10-09,1252
2968,2025-10-31,2025-11-27,1221
2968,2025-12-19,,1255
2969,2025-09-22,2025-10-19,1536
2969,2025-11-10,2025-12-07,1539
2969,2026-01-02,2026-01-12,1536
2970,2025-09-08,2025-10-05,973
2970,2025-10-30,2025-11-26,963
2970,2025-12-20,,987
2971,2025-09-14,2025-10-11,1899
2971,2025-11-02,2025-11-29,1895
2971,2025-12-21,,1870
2972,2025-09-13,2025-12-03,792
2972,2025-12-29,,791
2973,2025-09-04,2025-10-01,2079
2973,2025-10-23,2025-11-19,2085
2973,2025-12-12,2026-01-12,2070
2974,2025-08-30,2025-09-19,6258
2974,2025-10-14,2025-11-03,6087
2974,2025-12-05,2025-12-29,6291
2975,2025-08-09,2025-09-28,13478
2975,2025-10-20,2025-12-08,13194
2975,2026-01-02,,13159
2976,2025-08-15,2025-09-11,1713
2976,2025-10-03,2025-10-30,1685
2976,2025-11-21,2025-12-19,1694
2976,2026-01-12,,1678
2977,2025-09-13,2025-10-10,1461
2977,2025-11-01,2025-11-28,1445
2977,2025-12-20,,1436
2978,2025-09-06,2025-10-03,2485
2978,2025-10-25,2025-11-21,2472
2978,2025-12-13,,2463
2979,2025-09-13,2025-10-10,1587
2979,2025-11-01,2025-11-28,1574
2979,2025-12-20,,1595
2980,2025-08-14,2025-09-03,3837
2980,2025-09-27,2025-10-17,4156
