"date","source_farm","dest_farm","volume"
2025-10-02,7906,6141,3225
2025-10-02,7927,96,2547
2025-10-02,7927,1548,1223
2025-10-02,7927,8028,2406
2025-10-02,8963,5119,1758
2025-10-02,8963,8514,3740
2025-10-03,574,8373,3886
2025-10-03,577,502,1865
2025-10-03,577,2195,1790
2025-10-03,633,5433,4674
2025-10-03,684,2954,1208
2025-10-03,684,3629,1777
2025-10-03,684,4107,1214
2025-10-03,855,3892,660
2025-10-03,855,7868,3106
2025-10-03,1099,6878,3117
2025-10-03,1099,6894,2973
2025-10-03,1159,6,1742
2025-10-03,1159,312,2066
2025-10-03,1159,6318,3217
2025-10-03,2086,4613,2167
2025-10-03,2086,7257,3346
2025-10-03,3039,3287,1411
2025-10-03,3039,6973,2333
2025-10-03,3039,8774,2635
2025-10-03,3056,269,1029
2025-10-03,3056,2422,2244
2025-10-03,3056,6149,2317
2025-10-03,3060,379,1042
2025-10-03,3060,400,1141
2025-10-03,3060,8428,2746
2025-10-03,3860,452,1162
2025-10-03,3860,555,1969
2025-10-03,3860,1590,1214
2025-10-03,4240,1642,2080
2025-10-03,4240,1850,2009
2025-10-03,4898,4788,659
2025-10-03,4898,7990,3098
2025-10-03,5222,2938,1773
2025-10-03,5222,2955,575
2025-10-03,5222,6208,2344
2025-10-03,5342,2793,2150
2025-10-03,5342,3881,1065
2025-10-03,5342,4045,1542
2025-10-03,7269,6084,1574
2025-10-03,7269,6235,3580
2025-10-03,7285,2672,1403
2025-10-03,7285,6125,2684
2025-10-03,7285,7893,2837
2025-10-03,7443,8401,2499
2025-10-03,7443,8805,3214
2025-10-03,8760,2976,1685
2025-10-03,8760,3761,1891
2025-10-03,8760,7545,2784
2025-10-04,154,267,1598
2025-10-04,154,7359,3828
2025-10-04,270,1288,1855
2025-10-04,270,6005,3758
2025-10-04,710,302,1031
2025-10-04,710,904,740
2025-10-04,710,6601,3066
2025-10-04,959,573,2227
2025-10-04,959,1814,1343
2025-10-04,959,5443,3348
2025-10-04,1008,2642,1567
2025-10-04,1008,5671,3853
2025-10-04,1565,808,742
2025-10-04,1565,1291,2176
2025-10-04,1565,1762,1104
2025-10-04,2430,8727,4408
2025-10-04,2543,8363,3587
2025-10-04,2598,2916,1458
2025-10-04,2598,3648,1596
2025-10-04,2598,8593,3860
2025-10-04,2655,3265,632
2025-10-04,2655,6495,4629
2025-10-04,2706,2676,1117
2025-10-04,2706,2762,1361
2025-10-04,2706,4009,1604
2025-10-04,3120,2983,1951
2025-10-04,3120,3692,1481
2025-10-04,3120,6113,3298
2025-10-04,3535,7273,3365
2025-10-04,3535,7706,3086
2025-10-04,3698,8910,4464
2025-10-04,3920,5402,3357
2025-10-04,3920,7712,2946
2025-10-04,4186,4803,1735
2025-10-04,4186,5937,3647
2025-10-04,5143,6291,3679
2025-10-04,5392,5028,1355
2025-10-04,5392,6152,2438
2025-10-04,5478,396,1580
2025-10-04,5478,6105,3723
2025-10-04,5478,6707,1833
2025-10-04,5741,2287,803
2025-10-04,5741,3191,1757
2025-10-04,5741,4166,1496
2025-10-04,5907,2657,2306
2025-10-04,5907,4073,1394
2025-10-04,6688,2227,2090
2025-10-04,6688,3017,1640
2025-10-04,7099,125,1829
2025-10-04,7099,8932,1749
2025-10-04,7304,3403,1938
2025-10-04,7304,5982,2774
2025-10-04,7687,3943,1471
2025-10-04,7687,4381,738
2025-10-04,7687,4766,2144
2025-10-04,8427,6202,4087
2025-10-04,8427,8255,2166
2025-10-04,8460,5617,3399
2025-10-04,8460,5970,3322
2025-10-04,8920,2414,1283
2025-10-04,8920,6129,3460
2025-10-05,79,582,1100
2025-10-05,79,1491,3022
2025-10-05,79,1947,1476
2025-10-05,349,7108,3620
2025-10-05,349,7248,3449
2025-10-05,434,611,1043
2025-10-05,434,7365,4867
2025-10-05,1170,2020,1040
2025-10-05,1170,6636,3455
2025-10-05,1386,4271,1005
2025-10-05,1386,4674,1650
2025-10-05,1386,5377,3669
2025-10-05,1569,2351,1305
2025-10-05,1569,2798,592
2025-10-05,1569,5215,1938
2025-10-05,1825,5513,4096
2025-10-05,1826,7480,3816
2025-10-05,2015,7393,3801
2025-10-05,2094,5424,3999
2025-10-05,2546,1589,1656
2025-10-05,2546,2330,840
2025-10-05,2546,3645,1229
2025-10-05,2901,3255,1823
2025-10-05,2901,4153,2339
2025-10-05,2901,7450,2144
2025-10-05,3118,3989,2150
2025-10-05,3118,6882,3206
2025-10-05,3481,212,608
2025-10-05,3481,785,1455
2025-10-05,3481,2088,2273
2025-10-05,4585,1044,988
2025-10-05,4585,8682,3024
2025-10-05,4628,6984,3590
2025-10-05,4628,7297,3268
2025-10-05,4670,2531,2021
2025-10-05,4670,2591,909
2025-10-05,4670,6344,3199
2025-10-05,4863,1400,2576
2025-10-05,4863,5710,3313
2025-10-05,4992,6748,4063
2025-10-05,5207,2347,2986
2025-10-05,5207,2472,1222
2025-10-05,5207,3800,2275
2025-10-05,5235,5367,3143
2025-10-05,5235,9024,3335
2025-10-05,5542,130,2271
2025-10-05,5542,1991,1111
2025-10-05,5542,7591,3893
2025-10-05,5884,186,1490
2025-10-05,5884,5517,4430
2025-10-05,6392,4388,1906
2025-10-05,6392,7397,3553
2025-10-05,6429,448,1154
2025-10-05,6429,1260,1788
2025-10-05,6429,1391,1577
2025-10-05,6922,662,990
2025-10-05,6922,5993,3252
2025-10-05,6925,3626,1952
2025-10-05,6925,8265,3456
2025-10-05,7334,7452,3554
2025-10-05,7915,4708,2233
2025-10-05,7915,8740,3480
2025-10-05,8207,2429,1853
2025-10-05,8207,6891,1906
2025-10-05,8648,2851,1554
2025-10-05,8648,6571,2508
2025-10-05,8648,8186,3256
2025-10-06,160,350,1549
2025-10-06,160,1976,1107
2025-10-06,160,7408,3084
2025-10-06,180,92,994
2025-10-06,180,7673,2898
2025-10-06,657,776,1410
2025-10-06,657,4673,710
2025-10-06,657,8461,3035
2025-10-06,2853,3156,1290
2025-10-06,2853,5426,1880
2025-10-06,2853,9106,2822
2025-10-06,2924,5333,2867
2025-10-06,2924,7932,3278
2025-10-06,3446,3545,2540
2025-10-06,3446,7468,2479
2025-10-06,3578,600,2068
2025-10-06,3578,1740,696
2025-10-06,3578,5673,3144
2025-10-06,3935,2768,1836
2025-10-06,3935,3033,1022
2025-10-06,3935,6662,2810
2025-10-06,4108,2391,1649
2025-10-06,4108,5763,2767
2025-10-06,4342,4790,1318
2025-10-06,4342,6575,2682
2025-10-06,4342,6630,2973
2025-10-06,4622,3542,953
2025-10-06,4622,4739,2977
2025-10-06,4676,5657,3915
2025-10-06,4833,2829,1555
2025-10-06,4833,5442,2604
2025-10-06,5412,8751,3628
2025-10-06,5436,301,1791
2025-10-06,5436,551,2028
2025-10-06,5813,1031,1852
2025-10-06,5813,4817,1734
2025-10-06,5813,5226,662
2025-10-06,5966,1187,1530
2025-10-06,5966,1747,2072
2025-10-06,5966,1845,1210
2025-10-06,6159,3731,1236
2025-10-06,6159,3956,2410
2025-10-06,6159,8324,2881
2025-10-06,6598,4236,777
2025-10-06,6598,6672,2580
2025-10-06,6598,8079,3578
2025-10-06,6647,8743,3040
2025-10-06,6647,9009,2705
2025-10-06,7318,4586,1918
2025-10-06,7318,4855,994
2025-10-06,7318,6110,2753
2025-10-06,7635,6510,3850
2025-10-06,7953,5942,3200
2025-10-06,7953,6969,2146
2025-10-06,8025,3863,698
2025-10-06,8025,7812,3090
2025-10-06,8078,6825,2236
2025-10-06,8078,8288,3521
2025-10-06,8556,1495,779
2025-10-06,8556,5311,3438
2025-10-07,902,6594,3273
2025-10-07,902,7878,3580
2025-10-07,914,607,1295
2025-10-07,914,787,1941
2025-10-07,914,3151,1076
2025-10-07,2023,751,969
2025-10-07,2023,1972,1799
2025-10-07,2023,2044,1121
2025-10-07,2946,4427,1178
2025-10-07,2946,4967,1666
2025-10-07,2946,8586,2580
2025-10-07,2981,7763,3020
2025-10-07,2981,8787,4098
2025-10-07,3233,5378,2642
2025-10-07,3233,8536,1697
2025-10-07,3352,2993,533
2025-10-07,3352,3321,1489
2025-10-07,3352,5871,2950
2025-10-07,3972,2356,1457
2025-10-07,3972,3742,1676
2025-10-07,3972,8797,3521
2025-10-07,4285,2334,1044
2025-10-07,4285,3111,1115
2025-10-07,4285,4103,2285
2025-10-07,4313,1167,1464
2025-10-07,4313,5609,2813
2025-10-07,4313,6566,2801
2025-10-07,4487,5781,3921
2025-10-07,4634,2249,1116
2025-10-07,4634,2845,1426
2025-10-07,4634,4076,1442
2025-10-07,5590,1168,2083
2025-10-07,5590,5183,2156
2025-10-07,5590,5406,3315
2025-10-07,5974,3075,1575
2025-10-07,5974,6069,2517
2025-10-07,6244,6398,2213
2025-10-07,6244,8625,2713
2025-10-07,6363,4304,1370
2025-10-07,6363,5389,3079
2025-10-07,6829,740,1066
2025-10-07,6829,9005,3676
2025-10-07,7291,5708,4690
2025-10-07,7734,3841,1319
2025-10-07,7734,4115,1751
2025-10-07,7734,9159,1782
2025-10-07,7833,5298,2874
2025-10-07,7833,6492,3840
2025-10-07,8296,1489,1464
2025-10-07,8296,1509,726
2025-10-07,8296,6341,2344
2025-10-07,8826,2102,1654
2025-10-07,8826,8183,2529
2025-10-07,8832,6133,4613
2025-10-07,8832,7233,2285
2025-10-07,9133,2201,814
2025-10-07,9133,4284,1723
2025-10-07,9133,8249,3025
2025-10-08,365,3905,2169
2025-10-08,365,4227,1584
2025-10-08,365,8430,3071
2025-10-08,376,4555,1413
2025-10-08,376,4946,1439
2025-10-08,376,9063,3021
2025-10-08,1157,1480,2113
2025-10-08,1157,7691,3277
2025-10-08,1203,1928,1159
2025-10-08,1203,4531,2248
2025-10-08,1203,7626,1951
2025-10-08,2180,950,1540
2025-10-08,2180,1513,2346
2025-10-08,2180,1807,2661
2025-10-08,2451,8302,4269
2025-10-08,2634,2417,1980
2025-10-08,2634,2509,1758
2025-10-08,2634,3025,1390
2025-10-08,2847,2935,1556
2025-10-08,2847,4066,651
2025-10-08,2847,5940,3530
2025-10-08,3091,4533,1144
2025-10-08,3091,7631,2811
2025-10-08,3536,2499,1228
2025-10-08,3536,3393,1486
2025-10-08,3536,4761,1019
2025-10-08,5400,436,1945
2025-10-08,5400,4831,677
2025-10-08,5400,7549,3370
2025-10-08,5822,3261,1263
2025-10-08,5822,3650,1144
2025-10-08,5822,8686,2867
2025-10-08,5964,299,1282
2025-10-08,5964,7762,2969
2025-10-08,6186,917,982
2025-10-08,6186,4715,1196
2025-10-08,6186,5899,3433
2025-10-08,6785,31,931
2025-10-08,6785,515,1028
2025-10-08,6785,6902,3356
2025-10-08,6995,1664,2562
2025-10-08,6995,7348,3266
2025-10-08,7752,2656,1776
2025-10-08,7752,4124,1918
2025-10-08,7752,8362,2286
2025-10-08,8154,385,1800
2025-10-08,8154,686,1926
2025-10-08,8154,8778,2261
2025-10-09,176,1692,1148
2025-10-09,176,8582,3151
2025-10-09,263,849,990
2025-10-09,263,7218,1719
2025-10-09,263,8719,3349
2025-10-09,466,5900,3602
2025-10-09,696,9053,3735
2025-10-09,1727,252,2070
2025-10-09,1727,6513,3462
2025-10-09,1767,570,2829
2025-10-09,1767,1851,992
2025-10-09,1767,1870,512
2025-10-09,2199,716,506
2025-10-09,2199,4307,1874
2025-10-09,2199,5420,2123
2025-10-09,2409,3759,2858
2025-10-09,2409,4122,1849
2025-10-09,2420,7685,4132
2025-10-09,3130,2814,2128
2025-10-09,3130,3638,1505
2025-10-09,3225,4008,1186
2025-10-09,3225,6338,3797
2025-10-09,3975,3789,1775
2025-10-09,3975,5253,1210
2025-10-09,3975,8567,3881
2025-10-09,5069,1253,1147
2025-10-09,5069,1594,1526
2025-10-09,5069,4220,2024
2025-10-09,5140,8115,3897
2025-10-09,5496,5774,2597
2025-10-09,5496,6738,2579
2025-10-09,5508,4471,2777
2025-10-09,5508,6934,3436
2025-10-09,5664,4361,1161
2025-10-09,5664,5397,2794
2025-10-09,5664,6315,2207
2025-10-09,5818,1186,1005
2025-10-09,5818,1844,1004
2025-10-09,5818,8894,3960
2025-10-09,5901,2786,642
2025-10-09,5901,4878,858
2025-10-09,5901,5762,3331
2025-10-09,6390,523,2063
2025-10-09,6390,6073,3549
2025-10-09,6432,2025,734
2025-10-09,6432,6169,3084
2025-10-09,6432,8281,2982
2025-10-09,6617,7351,4145
2025-10-09,6701,8519,3440
2025-10-09,6871,5606,3726
2025-10-09,7642,2944,2098
2025-10-09,7642,8521,2693
2025-10-09,8246,5383,3713
2025-10-09,9008,5973,2038
2025-10-09,9008,7156,3476
2025-10-10,73,5891,3435
2025-10-10,73,6502,3135
2025-10-10,2215,3116,849
2025-10-10,2215,3190,1609
2025-10-10,2215,7044,3536
2025-10-10,2614,2141,1962
2025-10-10,2614,3706,1032
2025-10-10,2614,4082,1526
2025-10-10,3141,2315,2512
2025-10-10,3141,3508,1649
2025-10-10,3141,4334,1033
2025-10-10,3423,2362,1191
2025-10-10,3423,2638,988
2025-10-10,3423,8666,4821
2025-10-10,3502,6843,3828
2025-10-10,3893,4197,1519
2025-10-10,3893,4400,1355
2025-10-10,3893,8141,2432
2025-10-10,4245,4070,798
2025-10-10,4245,6576,2993
2025-10-10,4245,7312,2289
2025-10-10,4484,2461,1223
2025-10-10,4484,4801,2435
2025-10-10,4512,1292,1501
2025-10-10,4512,8098,2635
2025-10-10,4547,7124,3124
2025-10-10,4547,7446,2789
2025-10-10,4773,7652,3914
2025-10-10,4785,44,1450
2025-10-10,4785,979,1399
2025-10-10,4785,5586,3318
2025-10-10,4944,6987,3394
2025-10-10,4944,7860,3803
2025-10-10,5164,3491,1564
2025-10-10,5164,7392,3177
2025-10-10,5516,4605,1217
2025-10-10,5516,6302,2791
2025-10-10,5516,7155,3034
2025-10-10,5623,6343,3692
2025-10-10,5714,4395,882
2025-10-10,5714,9107,3066
2025-10-10,5759,5913,2691
2025-10-10,5759,9137,2298
2025-10-10,6305,4888,2211
2025-10-10,6305,8640,2427
2025-10-10,6505,2353,1972
2025-10-10,6505,3730,1734
2025-10-10,7153,3263,600
2025-10-10,7153,5431,2876
2025-10-10,7153,8887,1949
2025-10-10,7717,6978,3456
2025-10-10,7717,7346,3340
2025-10-10,8360,4635,1342
2025-10-10,8360,6847,3151
2025-10-10,8675,87,1466
2025-10-10,8675,1980,2360
2025-10-10,9029,5809,2154
2025-10-10,9029,9126,3695
2025-10-10,9098,6124,3049
2025-10-10,9098,8018,3050
2025-10-11,262,766,1157
2025-10-11,262,867,2046
2025-10-11,262,1093,1630
2025-10-11,1364,5395,3880
2025-10-11,2223,3804,1493
2025-10-11,2223,5766,3440
2025-10-11,2301,1215,1676
2025-10-11,2301,2927,1446
2025-10-11,2301,4054,2186
2025-10-11,2791,3064,813
2025-10-11,2791,3896,1526
2025-10-11,2791,4026,1476
2025-10-11,3547,2444,1424
2025-10-11,3547,2536,1310
2025-10-11,3547,3562,1605
2025-10-11,3573,4431,1110
2025-10-11,3573,5449,2974
2025-10-11,4283,8927,4135
2025-10-11,4665,2678,734
2025-10-11,4665,6523,3019
2025-10-11,4665,7112,2952
2025-10-11,4679,6093,4060
2025-10-11,4927,1540,1596
2025-10-11,4927,6613,3301
2025-10-11,5254,426,1158
2025-10-11,5254,1416,1875
2025-10-11,5254,8732,2171
2025-10-11,5299,5495,2535
2025-10-11,5299,7543,3532
2025-10-11,5349,641,1513
2025-10-11,5349,4973,2004
2025-10-11,5459,4859,645
2025-10-11,5459,5992,3073
2025-10-11,5702,9017,3705
2025-10-11,6039,3084,936
2025-10-11,6039,4914,1759
2025-10-11,6039,9111,2984
2025-10-11,7853,3029,1806
2025-10-11,7853,5040,687
2025-10-11,7853,6269,2579
2025-10-11,8193,3642,725
2025-10-11,8193,4343,1548
2025-10-11,8193,5645,4131
2025-10-11,8274,1666,1841
2025-10-11,8274,4378,558
2025-10-11,8274,6288,2675
2025-10-11,8767,76,937
2025-10-11,8767,445,2668
2025-10-11,9032,6648,3427
2025-10-11,9032,7032,2926
2025-10-11,9114,2,1593
2025-10-11,9114,1979,1171
2025-10-11,9114,4143,1055
2025-10-12,142,8601,3263
2025-10-12,142,9034,3647
2025-10-12,928,53,1491
2025-10-12,928,948,2431
2025-10-12,928,1703,1055
2025-10-12,1325,5196,2478
2025-10-12,1325,7389,3052
2025-10-12,1810,750,2064
2025-10-12,1810,1050,2533
2025-10-12,2202,2297,1701
2025-10-12,2202,3360,1060
2025-10-12,2202,6378,4137
2025-10-12,2545,3689,1892
2025-10-12,2545,3930,855
2025-10-12,2545,8069,3169
2025-10-12,2804,4179,1108
2025-10-12,2804,4864,996
2025-10-12,2804,7260,3472
2025-10-12,3101,2573,1130
2025-10-12,3101,7910,3683
2025-10-12,3236,2441,1358
2025-10-12,3236,4735,1126
2025-10-12,3236,6596,3113
2025-10-12,3595,1382,1242
2025-10-12,3595,3631,1290
2025-10-12,3595,6018,2858
2025-10-12,3602,3346,1523
2025-10-12,3602,3496,1770
2025-10-12,3602,6983,2332
2025-10-12,3895,2965,772
2025-10-12,3895,4063,1006
2025-10-12,3895,6031,2164
2025-10-12,4003,7198,3066
2025-10-12,4003,7220,3076
2025-10-12,4004,3686,1500
2025-10-12,4004,6280,4343
2025-10-12,4279,2399,1829
2025-10-12,4279,2921,1482
2025-10-12,4279,4031,642
2025-10-12,5287,7850,3498
2025-10-12,5469,8190,3522
2025-10-12,5504,6715,4193
2025-10-12,5504,7120,3152
2025-10-12,5595,891,1379
2025-10-12,5595,1523,659
2025-10-12,5595,6360,2430
2025-10-12,6382,4951,848
2025-10-12,6382,5062,1736
2025-10-12,6382,6027,2722
2025-10-12,6809,5006,1151
2025-10-12,6809,7766,2814
2025-10-12,6979,8021,3513
2025-10-12,7015,5719,3159
2025-10-12,7015,6860,2006
2025-10-12,7381,209,2372
2025-10-12,7381,1820,748
2025-10-12,7381,1977,760
2025-10-12,7429,213,613
2025-10-12,7429,4899,1114
2025-10-12,7429,8035,3831
2025-10-12,8570,2807,1713
2025-10-12,8570,7962,2882
2025-10-12,8960,2552,1907
2025-10-12,8960,2964,1680
2025-10-12,9038,5815,2195
2025-10-12,9038,6439,2934
2025-10-13,424,11,2528
2025-10-13,424,7754,2376
2025-10-13,727,5527,4137
2025-10-13,727,5828,2705
2025-10-13,737,9051,4782
2025-10-13,1852,8670,3784
2025-10-13,2828,2494,1729
2025-10-13,2828,4086,1884
2025-10-13,2909,1002,1731
2025-10-13,2909,1049,1359
2025-10-13,2909,8437,2647
2025-10-13,3420,3063,1348
2025-10-13,3420,3109,2203
2025-10-13,3614,5725,3140
2025-10-13,3614,8491,2618
2025-10-13,3661,7380,2288
2025-10-13,3661,8328,3024
2025-10-13,4093,2323,1679
2025-10-13,4093,8316,3258
2025-10-13,5096,6389,4677
2025-10-13,6111,10,898
2025-10-13,6111,5173,1043
2025-10-13,6111,8411,3983
2025-10-13,7421,2209,852
2025-10-13,7421,3846,1198
2025-10-13,7421,7526,3220
2025-10-13,7815,391,1285
2025-10-13,7815,5491,3084
2025-10-13,7815,8002,2862
2025-10-13,8062,1500,1191
2025-10-13,8062,8125,5051
2025-10-13,8327,4710,1308
2025-10-13,8327,8561,2722
2025-10-13,8399,5368,3098
2025-10-13,8399,5776,3109
2025-10-13,8830,3665,1849
2025-10-13,8830,4417,1626
2025-10-13,8934,8474,3769
2025-10-14,218,93,1402
2025-10-14,218,1893,1580
2025-10-14,218,3068,681
2025-10-14,258,6531,4045
2025-10-14,1019,5303,4087
2025-10-14,1128,8949,3066
2025-10-14,1128,9054,3659
2025-10-14,1856,800,597
2025-10-14,1856,2830,2378
2025-10-14,1856,5544,2961
2025-10-14,2697,2663,1134
2025-10-14,2697,7223,4029
2025-10-14,2818,6989,3643
2025-10-14,2818,8914,2560
2025-10-14,2827,3430,615
2025-10-14,2827,5622,4258
2025-10-14,2986,2825,1301
2025-10-14,2986,3611,622
2025-10-14,2986,5905,3475
2025-10-14,3086,3078,2216
2025-10-14,3086,4154,911
2025-10-14,3086,8494,3627
2025-10-14,3448,2493,1847
2025-10-14,3448,4828,1148
2025-10-14,3448,7666,2809
2025-10-14,4300,4677,1359
2025-10-14,4300,6417,3672
2025-10-14,6313,2363,1202
2025-10-14,6313,3576,2166
2025-10-14,6992,2500,645
2025-10-14,6992,5619,2224
2025-10-14,6992,7803,3709
2025-10-14,7245,3566,952
2025-10-14,7245,5737,2538
2025-10-14,7245,6875,2058
2025-10-14,7596,2236,1115
2025-10-14,7596,3528,1624
2025-10-14,7596,9078,4411
2025-10-15,111,2819,2493
2025-10-15,111,3949,888
2025-10-15,111,4214,835
2025-10-15,430,789,1651
2025-10-15,430,3940,936
2025-10-15,430,9115,3319
2025-10-15,903,1431,1051
2025-10-15,903,8955,3740
2025-10-15,1828,5135,734
2025-10-15,1828,5167,1141
2025-10-15,1828,8750,3186
2025-10-15,2146,1981,1885
2025-10-15,2146,5432,3921
2025-10-15,2680,543,2038
2025-10-15,2680,4685,1810
2025-10-15,2943,3212,2634
2025-10-15,2943,8584,3979
2025-10-15,3165,2407,2013
2025-10-15,3165,6689,3255
2025-10-15,3165,6713,2306
2025-10-15,3171,1562,1589
2025-10-15,3171,4970,1647
2025-10-15,3171,6162,2901
2025-10-15,3229,2671,1636
2025-10-15,3229,2920,1253
2025-10-15,3229,6462,2685
2025-10-15,4296,4409,1641
2025-10-15,4296,7433,3038
2025-10-15,4296,8794,3069
2025-10-15,4433,3974,2198
2025-10-15,4433,7067,3999
2025-10-15,4753,8414,4386
2025-10-15,5835,4205,1134
2025-10-15,5835,6413,2583
2025-10-15,6286,6913,3865
2025-10-15,6697,5293,3505
2025-10-15,7167,377,1184
2025-10-15,7167,5548,1839
2025-10-15,7167,8312,3049
2025-10-15,7890,3279,647
2025-10-15,7890,4047,571
2025-10-15,7890,5824,3766
2025-10-15,8177,3367,540
2025-10-15,8177,3715,630
2025-10-15,8177,5536,3215
2025-10-15,8221,2448,1389
2025-10-15,8221,3398,1814
2025-10-15,8221,3493,1646
2025-10-15,8422,3852,1520
2025-10-15,8422,9125,3452
2025-10-16,812,3454,2120
2025-10-16,812,5843,3774
2025-10-16,851,1955,2081
2025-10-16,851,6832,2441
2025-10-16,1502,1470,826
2025-10-16,1502,1786,2526
2025-10-16,1525,3584,723
2025-10-16,1525,6458,3313
2025-10-16,1525,8853,3044
2025-10-16,1551,1287,2100
2025-10-16,1551,1716,1576
2025-10-16,1551,1950,1309
2025-10-16,1615,1768,1049
2025-10-16,1615,6849,4172
2025-10-16,1843,1123,1380
2025-10-16,1843,2070,949
2025-10-16,1843,2076,2109
2025-10-16,3144,8690,3481
2025-10-16,3680,4067,1675
2025-10-16,3680,6835,2157
2025-10-16,3680,8823,2517
2025-10-16,3769,3744,1679
2025-10-16,3769,4809,1351
2025-10-16,3769,6629,3352
2025-10-16,5955,38,1330
2025-10-16,5955,472,1873
2025-10-16,5955,1970,1496
2025-10-16,6172,7713,2231
2025-10-16,6172,8179,3056
2025-10-16,6172,9136,2533
2025-10-16,6227,4798,1324
2025-10-16,6227,6158,3751
2025-10-16,7780,2839,2324
2025-10-16,7780,3898,1465
2025-10-16,7780,4157,1392
2025-10-16,8318,4345,1034
2025-10-16,8318,4517,1562
2025-10-16,8318,8374,3901
2025-10-16,8424,2742,2039
2025-10-16,8424,3206,1981
2025-10-16,8424,3620,1027
2025-10-16,8803,135,1780
2025-10-16,8803,1024,2124
2025-10-16,8803,1754,2276
2025-10-16,8852,5641,3072
2025-10-16,8852,8816,3789
2025-10-16,8966,7879,5011
2025-10-16,8966,8667,2907
2025-10-16,9116,7098,3119
2025-10-16,9116,7535,3640
2025-10-17,769,7595,2921
2025-10-17,769,8643,3053
2025-10-17,846,2171,990
2025-10-17,846,7235,3580
2025-10-17,897,3439,1446
2025-10-17,897,7188,2606
2025-10-17,1065,4450,1640
2025-10-17,1065,6058,1893
2025-10-17,1133,755,1652
2025-10-17,1133,2034,1828
2025-10-17,1133,6515,3372
2025-10-17,1398,1707,930
2025-10-17,1398,7566,3133
2025-10-17,2040,3691,1294
2025-10-17,2040,6166,3069
2025-10-17,2174,2268,1862
2025-10-17,2174,3793,575
2025-10-17,2174,3931,1380
2025-10-17,3143,1077,2032
2025-10-17,3143,1250,2087
2025-10-17,3308,2685,1970
2025-10-17,3308,3603,1442
2025-10-17,3308,4014,1668
2025-10-17,4846,3024,594
2025-10-17,4846,3991,1467
2025-10-17,4846,7653,2908
2025-10-17,6167,3466,778
2025-10-17,6167,3688,1934
2025-10-17,6167,3953,1474
2025-10-17,7799,5642,3407
2025-10-17,7799,7010,2303
2025-10-17,8345,305,1513
2025-10-17,8345,1479,1233
2025-10-17,8345,5139,632
2025-10-17,8366,1496,1506
2025-10-17,8366,1888,2303
2025-10-17,8366,6049,3551
2025-10-17,8615,586,1855
2025-10-17,8615,7084,2291
2025-10-17,8881,2571,1685
2025-10-17,8881,7940,3311
2025-10-18,69,3511,1688
2025-10-18,69,3857,2114
2025-10-18,69,7881,2383
2025-10-18,465,781,853
2025-10-18,465,7073,2945
2025-10-18,465,7643,3798
2025-10-18,860,7344,3668
2025-10-18,909,5218,2008
2025-10-18,909,6907,2204
2025-10-18,958,3267,821
2025-10-18,958,6899,3218
2025-10-18,1222,544,2511
2025-10-18,1222,6728,2985
2025-10-18,1572,6245,3797
2025-10-18,1632,2963,2535
2025-10-18,1632,7268,3364
2025-10-18,1710,318,1575
2025-10-18,1710,8127,3251
2025-10-18,1993,7447,3312
2025-10-18,2491,7157,3511
2025-10-18,2491,8317,2584
2025-10-18,2667,4623,1727
2025-10-18,2667,8210,2209
2025-10-18,2780,758,1850
2025-10-18,2780,1550,2322
2025-10-18,2834,4330,1517
2025-10-18,2834,4933,1883
2025-10-18,2834,8356,2927
2025-10-18,2980,3575,979
2025-10-18,2980,4434,1666
2025-10-18,2980,4854,1511
2025-10-18,3140,7271,3957
2025-10-18,3897,790,983
2025-10-18,3897,1409,1369
2025-10-18,3897,5454,3063
2025-10-18,4365,1771,2322
2025-10-18,4365,8473,3461
2025-10-18,4453,1535,1459
2025-10-18,4453,4658,905
2025-10-18,4453,7003,3254
2025-10-18,4488,1957,1161
2025-10-18,4488,7256,4027
2025-10-18,4704,1836,2090
2025-10-18,4704,1996,1496
2025-10-18,4704,5240,1564
2025-10-18,4784,599,1944
2025-10-18,4784,1967,1557
2025-10-18,4784,4200,1016
2025-10-18,5405,1700,1488
2025-10-18,5405,5543,2583
2025-10-18,5519,2302,1856
2025-10-18,5519,2402,2292
2025-10-18,6700,1131,1951
2025-10-18,6700,5225,1190
2025-10-18,6700,6703,2625
2025-10-18,6706,3323,1545
2025-10-18,6706,5556,2623
2025-10-18,6706,6683,3722
2025-10-18,7035,2240,1587
2025-10-18,7035,2419,1580
2025-10-18,7035,3926,823
2025-10-18,7638,4341,2512
2025-10-18,7638,5085,955
2025-10-18,7638,6641,2724
2025-10-18,7931,6441,2697
2025-10-18,7931,8060,3556
2025-10-18,8122,6000,3879
2025-10-18,8155,1568,1614
2025-10-18,8155,8714,2892
2025-10-18,8250,2995,898
2025-10-18,8250,7050,3523
2025-10-18,8321,1365,886
2025-10-18,8321,3938,660
2025-10-18,8321,7213,2021
2025-10-18,8619,704,1068
2025-10-18,8619,8253,2555
2025-10-18,9033,2929,2180
2025-10-18,9033,8962,2848
2025-10-18,9033,9028,2599
2025-10-19,382,1331,2277
2025-10-19,382,7749,3621
2025-10-19,521,636,1245
2025-10-19,521,667,1112
2025-10-19,521,5455,3266
2025-10-19,753,1136,1577
2025-10-19,753,1145,2108
2025-10-19,753,1824,2384
2025-10-19,763,6140,3575
2025-10-19,1225,363,2333
2025-10-19,1225,1915,1520
2025-10-19,1225,4530,1356
2025-10-19,1238,2389,708
2025-10-19,1238,4136,1670
